name,popularity,genres,followers,id
Gewandhausorchester,49,"{""classical performance"", ""german orchestra"", ""orchestra""}",15953,0SlNRZ8zBLAgyB1lsoYxAa
Dietrich Fischer-Dieskau,41,"{""art song"", ""choral"", ""classical"", ""classical baritone"", ""classical performance"", ""opera""}",26803,10CN8N2O3FlGlPVJWBiu5D
Josef Traxel,12,"{""""}",186,3jv8lIwIBz1cu1pQ7EF86n
Marga Höffgen,13,"{""classical contralto""}",205,2YGxuhrTcbk4mNkRa233yQ
Agnes Giebel,10,"{""classical soprano""}",148,2kRffB8mCEQXu70kD5Lp6O
Kurt Thomas,13,"{""""}",192,07weNvfwLKo2tzsMNEeMKO
Josef Taxel,0,"{""""}",0,4NXfaNGyke9I8ugKfKbS4e
Seu Jorge,64,"{""mpb"", ""samba"", ""samba-rock""}",1193918,0i1s9WcIu0PrUvHzALgofo
Ana Carolina,57,"{""mpb"", ""musica juiz-forana""}",1406731,4HP9KltldfmkH2M2pQozzN
Fat,2,"{""rap metalcore""}",284,1ohGYZzONxBwgDL1jcQv5J
Citizen Cope,51,"{""neo mellow""}",331404,7enBrBojgBJuPPdqTq4Z5F
Santana,70,"{""blues rock"", ""classic rock"", ""mexican classic rock""}",61,6GI52t8N5F02MxU0g5U69P
Buddy DeFranco Quintet,0,"{""""}",61,7j16rGtvPBD4FNZSPDTCUD
Ibibio Sound Machine,34,"{""afro psych"", ""afro-funk"", ""chamber psych""}",40433,4J6CnIqPEtWYn3la2YYj2c
Kenny Loggins,67,"{""album rock"", ""mellow gold"", ""new wave pop"", ""soft rock"", ""yacht rock""}",907740,3Y3xIwWyq5wnNHPp5gPjOW
London Elektricity,37,"{""drum and bass"", ""liquid funk"", ""uk dnb""}",79892,4CbuwI3bEF7gQOwpxBKtal
Jon Forté,0,"{""""}",14,6CJmYvTGNJuYtCRC69EEwX
Sixpence None The Richer,61,"{""neo mellow"", ""pop rock""}",410954,0lJlKQvuM2Sd9DPPyUXcHg
Holly Golightly,35,"{""kent indie"", ""medway sound"", ""punk blues""}",31230,3giOet7O2pgPUYOujF4ifa
Big Drill Car,17,"{""""}",4157,3qfEtYnFVXuOnXBqKS4hnH
Ismaël Lô,40,"{""afropop"", ""mande pop"", ""mbalax"", ""world""}",73518,4EBRPnSYtrfmwptEMOSCV8
Barb Jungr,11,"{""audiophile vocal""}",2176,0pKCBLG3eavJSrSoiNMqNN
Fernando Sor,38,"{""classical era"", ""early romantic era""}",11173,4KAvqco7JE80QdRlEjvyrd
William Carter,12,"{""""}",150,1LCjDfkFbSmzwZyyR0EmTg
Stevie Wonder,75,"{""adult standards"", ""funk"", ""indie r&b"", ""motown"", ""quiet storm"", ""soul""}",5875024,7guDJrEfX3qb6FEbdPA5qi
Akosua Busia,0,"{""""}",1,28kbbsYZbGy7NZaK9pJAPP
Carol Kidd,5,"{""scottish jazz""}",1936,4EHd0eUokgwGVDv0a2jZlr
Nigel Clark,1,"{""""}",74,4rdMhJMlRZhMQVELELl56w
Fiona J. Mackenzie,7,"{""scottish gaelic folk""}",574,2hMaQqEV6cT2S40E8Hyp4N
Cy Coleman,28,"{""broadway""}",2306,0RRSSYRHmBxQXRGj2KBO8L
David Joel Zippel,0,"{""""}",0,0WW9OijFN1I63ybumO4aeW
Claire Martin,24,"{""contemporary vocal jazz"", ""vocal jazz""}",3673,7iIgJB2PSutn6IYzwdTomh
Richard Rodney Bennett,20,"{""light music""}",1268,0x18ovS0dAzgGlZOWuc52W
Francis Poulenc,48,"{""classical"", ""neoclassicism""}",33637,4IAWVxo2fpTBPn6k7GZ3eY
Katherine Bryan,6,"{""classical flute""}",224,7Fkskojn3HQIInRKMtebeP
Royal Scottish National Orchestra,45,"{""british orchestra"", ""classical performance"", ""orchestra""}",12191,5xBSsPfZtPItmn72C2EHVf
Paul Daniel,32,"{""""}",520,2xKKukBMJy7G4hJ3pNfhNs
Ned Rorem,23,"{""american modern classical"", ""avant-garde"", ""contemporary classical""}",1356,6olAQ3T7TK9g1IJIq2OTYt
The Prince Consort,2,"{""""}",71,4cllSkFWG5Uggd891qCGCm
Isaac Albéniz,42,"{""classical"", ""impressionism"", ""post-romantic era""}",40965,4sbcjbyksdT4dJ5Lh0SvZp
Artur Pizarro,16,"{""classical piano""}",834,0H3c9Y0r1HnyP3uiR1lHTr
Pavlo Beznosiuk,30,"{""baroque violin"", ""historically informed performance""}",749,1JCdZfkNTbYWKF4Vx1yf7Y
Dunedin Consort,25,"{""choral""}",1629,59U4fdjDvEG4CZhSIZiWKT
John Butt,28,"{""""}",720,4aYc6yoP53lJmEeiRj9rNt
John Ward,6,"{""english renaissance""}",40,4yOXpbJVIVxjoGJSC4nzQY
Phantasm,27,"{""""}",366,11Bs9ajBLOhJZvoEgcreha
Philippe Rogier,14,"{""early music"", ""franco-flemish school"", ""renaissance""}",98,7uI3u1RboFnrTwYdpf1oeY
Magnificat,14,"{""gregorian chant""}",937,0RbYYpNKrcAYwQgT0rH5WD
Peter Harvey,31,"{""classical baritone""}",598,1f2LjOKVya7mchLI73LjuN
Gary Cooper,14,"{""harpsichord""}",403,4VtxpT21407sCt68U7623B
Thomas Arne,31,"{""galante era""}",3018,2xlqXgu9HqjVPWYoX8uido
Classical Opera,0,"{""""}",2302,3RHR3vjUVR77rUsj8bbznN
George Frideric Handel,65,"{""baroque"", ""classical"", ""early music"", ""english baroque"", ""german baroque""}",777488,1QL7yTHrdahRMpvNtn6rI2
The Avison Ensemble,23,"{""baroque ensemble"", ""classical performance""}",384,0ZMhyUTfl3DEOlUT1Z04mX
Retrospect Ensemble,1,"{""""}",30,1ziwbndebXGvW4z9CDOyzW
Matthew Halls,15,"{""""}",94,7udEyFcr5seuzHO3MviSKX
Luther Allison,40,"{""acoustic blues"", ""blues"", ""blues rock"", ""chicago blues"", ""electric blues"", ""modern blues""}",68608,7EynH3keqfKUmauyaeZoxv
Carey Bell,29,"{""acoustic blues"", ""blues"", ""chicago blues"", ""electric blues"", ""harmonica blues""}",17930,7wcrtrCODZkNbpq1ZYABxs
Albert Collins,45,"{""acoustic blues"", ""blues"", ""blues rock"", ""electric blues"", ""modern blues"", ""texas blues""}",169332,1uFixbBAduJkFAeRKznkvW
Dave Hole,29,"{""acoustic blues"", ""blues"", ""blues rock"", ""british blues"", ""electric blues"", ""modern blues"", ""modern blues rock"", ""power blues-rock""}",12188,6qGv85JlIu536BngDpbI5X
Buddy Guy,53,"{""acoustic blues"", ""blues"", ""blues rock"", ""chicago blues"", ""classic rock"", ""country blues"", ""electric blues"", ""modern blues"", ""soul blues"", ""traditional blues""}",743856,2gCsNOpiBaMNh20jQ5prf0
Junior Wells,40,"{""blues"", ""chicago blues"", ""electric blues"", ""harmonica blues"", ""memphis blues"", ""modern blues"", ""traditional blues""}",112016,78CBFzwo7wwNaaTYVP5btK
Guided By Voices,51,"{""alternative pop"", ""alternative rock"", ""anti-folk"", ""art rock"", ""dream pop"", ""gbvfi"", ""indie rock"", ""lo-fi"", ""modern power pop"", ""noise pop"", ""ohio indie"", ""post-hardcore"", ""power pop"", ""singer-songwriter""}",145228,4oV5EVJ0XFWsJKoOvdRPvl
Alex Isley,56,"{""alternative r&b"", ""chill r&b"", ""high vibe"", ""indie r&b"", ""indie soul"", ""neo soul"", ""r&b""}",123809,7E2ioKxoxI2J94tUkIx6As
Jack Dine,54,"{""""}",7809,2NWuUOptHRTogSZghYspAE
Derek Sherinian,30,"{""deep progressive rock"", ""instrumental rock"", ""jazz metal"", ""neo classical metal"", ""progressive metal"", ""rock keyboard"", ""symphonic rock""}",24663,4ZCINPmMmZUh4H1qNqzIxq
Brett Garsed,14,"{""instrumental rock"", ""progressive jazz fusion"", ""shred""}",11482,01mN2lVKpGYTgyu1X9Tfas
Tony Franklin,24,"{""""}",787,5FnmKJQudzhF5DcDE47San
Virgil Donati,22,"{""progressive jazz fusion"", ""rock drums""}",21428,0mKi9K7XoFGTNfOhwlxr6Y
Will Smith,66,"{""dance pop"", ""hip hop"", ""pop rap""}",857344,41qil2VaGbD194gaEcmmyx
Traknox,26,"{""""}",174,5YfHAR9oWkNkUFcqjHfyWn
K-Ci,36,"{""""}",2769,4cynDosMoBQcVD9UKLq8eX
Lil' Kim,64,"{""dance pop"", ""east coast hip hop"", ""gangster rap"", ""hip hop"", ""hip pop"", ""pop rap"", ""r&b"", ""rap"", ""southern hip hop"", ""trap queen"", ""urban contemporary""}",1495151,5tth2a3v0sWwV1C7bApBdX
Tatyana Ali,32,"{""contemporary r&b"", ""hip pop""}",36970,4ZYkqq2f8wA9vkV4iQIo4C
MC Lyte,46,"{""alternative r&b"", ""east coast hip hop"", ""electro"", ""hardcore hip hop"", ""hip hop"", ""hip house"", ""hip pop"", ""old school hip hop"", ""rap""}",346996,2ZbWlThDW0qSbI3hinpl0w
Kool Moe Dee,51,"{""east coast hip hop"", ""electro"", ""gangster rap"", ""harlem hip hop"", ""hip hop"", ""hip house"", ""new jack swing"", ""old school hip hop"", ""rap""}",218131,2RE8NwNxsOyuNZDD0jRxHP
Biz Markie,48,"{""east coast hip hop"", ""electro"", ""gangster rap"", ""golden age hip hop"", ""hardcore hip hop"", ""hip hop"", ""old school hip hop"", ""rap""}",343831,22282KfMxDo2PMjnBc82I4
Slick Rick,54,"{""alternative hip hop"", ""bronx hip hop"", ""east coast hip hop"", ""gangster rap"", ""golden age hip hop"", ""hardcore hip hop"", ""hip hop"", ""old school hip hop"", ""rap""}",608345,1W9qOBYRTfP7HcizWN43G1
DJ Jazzy Jeff & The Fresh Prince,53,"{""gangster rap"", ""golden age hip hop"", ""hip hop"", ""old school hip hop"", ""philly rap"", ""rap""}",340498,1mG23iQeR29Ojhq89D5gbh
Eve,0,"{""""}",217,64V0qcIldpWvtvY7re6Yt6
Breeze,7,"{""""}",28,7lEYn9Ro8gks9x9kUEiR42
Kel Spencer,7,"{""""}",34,2SBLUzPnTtqHsyAERcGhD1
Jill Scott,56,"{""funk"", ""hip hop"", ""hip pop"", ""neo soul"", ""quiet storm"", ""r&b"", ""soul"", ""urban contemporary""}",1612555,6AVLthptCPhfrxlHadOBJD
Vallejo,22,"{""austindie""}",2229,7uvNuwy0pnox8UELlZwyeW
Whitney Houston,75,"{""dance pop"", ""pop"", ""urban contemporary""}",8567503,6XpaIBNiVzIetEPCWDvAFP
Faith Evans,63,"{""contemporary r&b"", ""hip hop"", ""hip pop"", ""neo soul"", ""quiet storm"", ""r&b"", ""urban contemporary""}",1387393,5NDMothbpdpq2xHqSjrrWn
Kelly Price,51,"{""contemporary r&b"", ""hip pop"", ""neo soul"", ""quiet storm"", ""r&b"", ""urban contemporary""}",909353,49FeZO3eSrJs7oH7lYLU1r
Missy Elliott,69,"{""dance pop"", ""hip hop"", ""hip pop"", ""pop rap"", ""r&b"", ""rap"", ""urban contemporary"", ""virginia hip hop""}",2085147,2wIVse2owClT7go1WT98tk
Richard Rodgers,37,"{""broadway"", ""vintage broadway""}",16574,4IbAZwt75dpehMOgcC3GnP
South Pacific Orchestra,1,"{""""}",12,3AGuxsUWnLrusJxHY4bmLV
Salvatore Dell'Isola,14,"{""""}",23,1cCKEpMcRmdSbAejTgPgP3
Barbara Luna,11,"{""""}",283,39DlFGUmd74H350CyK2cNa
Michael DeLeon,1,"{""""}",2,3zzPGj9sXbj0iqZBFOfndY
Mary Martin,22,"{""broadway"", ""tin pan alley"", ""vintage broadway""}",7378,5s5YiEevlFdOSFbJB0UBqw
Ezio Pinza,13,"{""italian bass"", ""vintage broadway""}",1543,1aBhzPAmObaZsTlYFCBUXQ
South Pacific Ensemble,5,"{""""}",15,3VZyaOO5pR6ITz1QOusihP
Juanita Hall,7,"{""""}",342,1fUcd39UBbKujDx2PLAaqT
William Tabbert,3,"{""vintage broadway""}",138,4x9l1165ThBqz24SFUYbEj
Lehman Engel,15,"{""""}",97,6uq6cUwOJmgO50qP4hIrTr
Andre Kostelanetz,36,"{""easy listening""}",2656,5o8VwH65WkP2WrKliKzACM
The Philadelphia Orchestra Pops,3,"{""pops orchestra""}",39,6YApSYnNcLPyDrVUARE0bl
Tahiti 80,36,"{""rock independant francais""}",47863,7N2ukNg3vSS0LE1xqSaO2j
Night Lovell,69,"{""aesthetic rap"", ""canadian hip hop"", ""canadian trap"", ""dark trap"", ""ottawa rap"", ""underground hip hop""}",1175135,2y246nnP9pQT0E6v3ZMMOO
Simon & Garfunkel,70,"{""classic rock"", ""folk"", ""folk rock"", ""melancholia"", ""mellow gold"", ""rock""}",4346023,70cRZdQywnSFp9pnc2WTCE
Dune,47,"{""bubble trance"", ""eurodance"", ""europop"", ""german techno"", ""happy hardcore"", ""hardcore techno"", ""hip house""}",50047,4u78tFtzvcrrs8kzkXsW4r
Jasiah,61,"{""dark trap"", ""ohio hip hop"", ""underground hip hop"", ""viral rap""}",323688,7502fDxg339jvGV08Jd4R0
Lil Gnar,56,"{""atl hip hop"", ""dark trap"", ""melodic rap"", ""trap"", ""underground hip hop"", ""vapor trap"", ""viral rap""}",514117,3EIX8WuD9ybB4ruz0MSilB
Shakewell,13,"{""""}",719,4IcQIRXyyE6Ve9kUA4ZaoQ
Exotic Animal Petting Zoo,12,"{""mathcore""}",8264,4MTj3y1EtRW4qLz0VZDq0W
Oklahoma! Orchestra (1979),0,"{""""}",13,6KPXHUtnQbOe5UoeNvBE3X
Jay Blackton,6,"{""""}",47,4fY8KapL2wSI0Zu33g3hqp
Laurence Guittard,9,"{""""}",154,3d3ydpvXwFxBS2BF8RqMNq
Christine Andreas,20,"{""broadway"", ""vintage broadway""}",1635,5cxl2myOakg9OH8q7nh1th
Mary Wickes,21,"{""""}",73,4G36ZvhoDNbF3PsO4PhXHo
Harry Groener,19,"{""""}",44,6S61JShQr2Td7pyjOKFEpQ
Oklahoma! Ensemble (1979),0,"{""""}",76,03YS3Fhk5QzU1syYujaqec
Christine Ebersole,43,"{""broadway"", ""show tunes"", ""vintage broadway""}",6654,5NIkWjqBwqrnKwlVk66yDn
Bruce Adler,43,"{""movie tunes""}",2431,66oKiXdIQP7MwN0gPUY0FD
Martin Vidnovic,4,"{""""}",10,79fcIsAJclFtz5od3ruX2W
Philip Rash,0,"{""""}",2,3ffORzoAYdIoOBcqLBTz9v
Nick Jolley,0,"{""""}",5,7wPz41lruNpmPQWxH15BEz
Robert Ray,3,"{""""}",1,01RQgp8XHMjOhXF5FKjMVG
Stephen Crain,0,"{""""}",0,5PqMMxTc2pY6Wi23v4cjJS
Under Two Tables,2,"{""""}",50,2PxOhe3k2gsBmXOk38u7R1
Johannes Brahms,65,"{""classical"", ""german romanticism"", ""late romantic era""}",827578,5wTAi7QkpP6kp8a54lmTOq
Silke-Thora Matthies,30,"{""classical piano""}",80,2fmquHJDDgvwjYfMYBOcZa
Christian Kohn,30,"{""classical piano""}",38,5bXYEWKLJ2dNWW2s2i6nQw
Mr. Billy,6,"{""kindie rock""}",142,4fxFKfbEJw27Xe0hvrm3oO
A Hawk And A Hacksaw,21,"{""albuquerque indie"", ""elephant 6""}",11889,6ErV6lPlwldDFGzb26sKua
Clerks (Original Motion Picture Soundtrack),0,"{""""}",26,0fGCQFCdBn9gnxq2cMoWvg
Love Among Freaks,14,"{""""}",289,0koAFSGGcStn76khTEWkDZ
Girls Against Boys,25,"{""alternative pop"", ""grunge"", ""noise rock"", ""post-hardcore""}",18001,33HLOae9rhJfw6Mh0e8g5r
Alice In Chains,70,"{""alternative metal"", ""alternative rock"", ""grunge"", ""hard rock"", ""nu metal"", ""rock""}",4220723,64tNsm6TnZe2zpcMVMOoHL
Bash & Pop,15,"{""power pop"", ""roots rock""}",6178,2xoDN5GlMYE7ebaMKrx0Lv
Supernova Chile,19,"{""""}",677,16qp5CH4vxSt6YMANUfzBZ
The Jesus Lizard,33,"{""alternative rock"", ""experimental"", ""experimental rock"", ""grunge"", ""industrial rock"", ""noise rock"", ""post-hardcore"", ""post-punk"", ""punk""}",76714,6r26MaDr8bqNALjXgYPXMa
Golden Smog,32,"{""alternative country"", ""roots rock"", ""singer-songwriter"", ""supergroup""}",23197,0BLh5cn4nqfqoVUREx3hLj
Bad Religion,61,"{""punk"", ""skate punk"", ""socal pop punk""}",1131924,2yJwXpWAQOOl5XFzbCxLs9
Stabbing Westward,41,"{""alternative metal"", ""industrial metal"", ""industrial rock"", ""nu metal""}",168197,5daXMUbrPh8oX9Nd4CnToG
Corrosian Of Conformity,2,"{""""}",142,6ZHW8DJBqADoSiSdraUhjf
Seaweed,27,"{""alternative pop"", ""emo punk"", ""grunge"", ""post-hardcore""}",16940,4jzHHEC3qk1j4hnIWPUnsu
The Martini's,27,"{""""}",2467,4PggIuR7p3jxrvz7fc1jKa
Stacy Lane,0,"{""""}",19,3ia2nBmdAyS9koFh7L6YU6
L.H. & the Memphis Sounds,0,"{""""}",4,5AvGJHDHgcvv8w7FZdxxOc
The Pac-Keys,0,"{""""}",34,274wYBDoq0NwZgHbagBYdb
The Packers,4,"{""""}",119,30jYsKUr5Xn1bR2m71tc22
Tae Brooks,5,"{""boy pop""}",3757,0mS7pPJiMyQ4xJrcH9RwjF
Koko Taylor,42,"{""acoustic blues"", ""blues"", ""chicago blues"", ""electric blues"", ""modern blues"", ""traditional blues""}",108741,04qIJRFjTmvW5I1DMyGE1R
Kenny Neal,29,"{""acoustic blues"", ""blues"", ""electric blues"", ""louisiana blues"", ""modern blues"", ""swamp blues""}",12670,2YNoaobWamjDPop3nk9xMQ
Lil Ed & The Blues Imperials,22,"{""acoustic blues"", ""electric blues"", ""modern blues""}",10745,3Rb0PWL2XJTCKrhZ2FSd5E
Katie Webster,28,"{""acoustic blues"", ""blues"", ""boogie-woogie"", ""electric blues"", ""louisiana blues"", ""memphis blues"", ""modern blues"", ""new orleans blues"", ""swamp blues""}",8698,14c9svUXIslxxftYL6GqZe
William Clarke,25,"{""acoustic blues"", ""blues"", ""chicago blues"", ""electric blues"", ""harmonica blues"", ""modern blues""}",9859,2eECVTTCHnDwsBirJPiDke
Tinsley Ellis,34,"{""blues"", ""blues rock"", ""electric blues"", ""memphis blues"", ""modern blues"", ""modern blues rock"", ""power blues-rock""}",40096,56LMX8mqaIhJCaxjZBM1on
Charles Brown,39,"{""jazz blues"", ""piano blues""}",12080,3trsSEaKM3UM2R9RBJwdtJ
Son Seals,35,"{""acoustic blues"", ""blues"", ""chicago blues"", ""electric blues"", ""modern blues""}",26484,0phMS1UDPTZlxuEnarDUKt
Lonnie Brooks,28,"{""acoustic blues"", ""blues"", ""chicago blues"", ""electric blues"", ""louisiana blues"", ""modern blues""}",14886,56tyBq8Ta1BdSTBs0gGhog
Little Charlie & The Nightcats,22,"{""acoustic blues"", ""blues"", ""electric blues"", ""modern blues""}",8947,7GlnrRLOQtsu3wtX3a2xEl
Elvin Bishop,47,"{""blues rock"", ""country rock"", ""electric blues"", ""soft rock"", ""southern rock""}",83899,2G1yVp387GlUf9yvLk6V11
Saffire-The Uppity Blues Women,18,"{""""}",2644,0mOWWTxAbxY6z9WAoxkQ3E
"Clarence ""Gatemouth"" Brown",33,"{""blues"", ""blues rock"", ""memphis blues"", ""modern blues"", ""texas blues"", ""traditional blues""}",59672,4aoS04mCVj1CMam1LiHngo
Charlie Musselwhite,40,"{""acoustic blues"", ""blues"", ""chicago blues"", ""electric blues"", ""harmonica blues"", ""modern blues"", ""traditional blues""}",45854,4NikxGoDm5LGVYAHj0Euoc
The Gories,27,"{""detroit rock"", ""garage pop"", ""garage rock"", ""punk blues""}",26893,5tcr1ujTO3Q0WH2wkY7RWh
Bardo Pond,21,"{""drone"", ""drone rock"", ""flute rock"", ""new weird america"", ""philly indie"", ""psychedelic space rock"", ""shoegaze""}",20587,2ZHNwvYaMbD8zuObAXVHEr
Richard Devine,17,"{""deep idm"", ""drill and bass"", ""glitch"", ""intelligent dance music"", ""modular synth""}",16977,4GELr4GU5inBcvzDntZhvv
Nobukazu Takemura,20,"{""glitch"", ""j-ambient"", ""japanese idm"", ""shibuya-kei""}",10155,1iXLUp5POcP8TLvg3p2ze9
Atari Teenage Riot,32,"{""cyberpunk"", ""digital hardcore"", ""hardcore techno"", ""industrial rock""}",55411,1EMlPfrse4I1I1hA3iwhk9
Nancy Wilson,25,"{""""}",7466,5gnpB90GzUR1gXpse5Kl4R
Foetus,20,"{""experimental"", ""industrial"", ""industrial rock""}",20570,3ubX2xfDGeKJNSX020gY19
KUURO,48,"{""bass trap"", ""electro house"", ""gaming edm"", ""traprun""}",49101,5mVWu2Ofpm2mlEpuMm3b4Q
Sophiya,34,"{""korean r&b""}",12967,4rmlD2kScuttioQsraasZn
2u4u,1,"{""""}",658,0ERJKNhiZdVmatSNpmmP3X
Kyo,51,"{""chanson"", ""francoton"", ""french pop"", ""french rock""}",249415,5ylOD196qui8JgXBrQUzok
Kittie,49,"{""alternative metal"", ""canadian metal"", ""industrial metal"", ""nu metal"", ""rap rock""}",379264,0ImEDe9tW5n4pxHOK39zIc
Bruno Weil,31,"{""orchestral performance""}",360,3PTwDX9W0rffDF00nqHpuk
Bavarian Radio Symphony Orchestra,52,"{""classical"", ""classical performance"", ""german orchestra"", ""orchestra"", ""radio symphony""}",18472,74gWOpgM97HU3Mn8A8d0Vm
Wiener Symphoniker,42,"{""austrian orchestra"", ""classical performance"", ""orchestra""}",12230,6XZxFuZaBnZBngpxbut80O
Yuzuko Horigome,3,"{""japanese traditional""}",204,2bSx9O4tUyyVHR675BLJUy
Richard Tognetti,42,"{""orchestral performance"", ""violin""}",2465,0kdjTXFwhF9w9Cuscbgccu
Orchestra del Maggio Musicale Fiorentino,46,"{""italian orchestra"", ""opera""}",1952,0YfVUjHFL0QWCSFRzliCDk
Anthony Newman,30,"{""classical organ"", ""harpsichord""}",478,6nZSDquq18qHswBu3ObBfn
Carl Philipp Emanuel Bach Chamber Orchestra,33,"{""chamber orchestra""}",1162,2KRJoMGVDxlkykGLqvZqRy
Ab Koster,1,"{""""}",101,07CBGakx2bMuJLuMxqg6Td
Canadian Brass,39,"{""brass band"", ""brass ensemble"", ""brass quintet""}",30411,51LdwFHCk1yoK1jELZ4VOu
Jean-Pierre Rampal,36,"{""classical flute"", ""classical performance""}",13689,1CyKlAhkI1ztihZ5V0yx6s
Academy of St. Martin in the Fields,65,"{""british orchestra"", ""chamber orchestra"", ""classical performance""}",47340,77CaCn32H4mOMQA7UElzfF
Daniela Katzenberger,24,"{""""}",2787,4kU9eWRQ1osqv2TiHncM3C
Víctor Manuel,53,"{""cantautor"", ""spanish pop"", ""trova""}",262268,6cFqY5mkBqKqaIYunDg1k8
Pablo Milanés,61,"{""bolero cubano"", ""cantautor"", ""nueva cancion"", ""trova""}",489522,4vOfKh5wz7lTcdqB3EwsC5
KennyHoopla,52,"{""pop punk""}",161316,5ObBtv5VunwwhQaXXnUrsM
Another Black Day,4,"{""""}",1154,3nYprPH4yuYuzLHUjLmcrQ
Northern State,6,"{""deep acoustic pop""}",1878,3MDug5YuuK0LocDNOrNRt3
The High & Mighty,31,"{""alternative hip hop"", ""hardcore hip hop"", ""philly rap"", ""turntablism""}",19344,4hJpETVqz3jIrAH1WUzGEj
Martin Luther,28,"{""neo soul""}",47,7xLH9QVTsQCQxh8z0kGh0k
Pete Rock,52,"{""alternative hip hop"", ""east coast hip hop"", ""gangster rap"", ""hardcore hip hop"", ""hip hop"", ""jazz rap"", ""turntablism""}",303504,3BeQqzKdlARoOd6y30kCO2
Har Mar Superstar,34,"{""minneapolis indie""}",37040,5wjWLK4KMqmRbdUtTEV1BG
Angels Of Light,28,"{""experimental"", ""industrial"", ""new weird america""}",26014,45KTYxYRDjlP4cAd2imJif
Meatyard,0,"{""necrogrind""}",35,6dnDUdDJPKhRheeVf4QIV5
Foreign Air,50,"{""charlotte nc indie"", ""indie poptimism"", ""modern alternative rock"", ""modern rock"", ""vapor soul""}",108147,5ApQnMT6oR8eLguf24xb9S
Gangway,21,"{""danish pop rock"", ""sophisti-pop""}",3360,6YVY310fjfUzKi8hiqR7iK
Shuya Okino,20,"{""japanese jazztronica""}",6625,1yF5iR2cIChyJUEQZoZ6ma
Navasha Daya,24,"{""""}",958,2VlzaSFag5euKYyhmke1QZ
Clearlake,8,"{""""}",1683,6HWZov029BEIi66Yf6ewNy
Woodhands,4,"{""canadian electropop"", ""toronto indie""}",1003,4UbIbZoLGWIqMuCVWhnJHA
DoppelgängeR,1,"{""""}",370,00C8IIHnmASr9ATIfj0vAx
Gridlok,26,"{""darkstep"", ""neurofunk"", ""stateside dnb""}",15363,4KO4We001yFoZBa9plWM5V
Prolix,29,"{""darkstep"", ""drum and bass"", ""jump up"", ""neurofunk""}",17414,3rNP0CUzTxxuNpc3ze8rXV
Gillian Welch,51,"{""alternative country"", ""country rock"", ""folk"", ""folk rock"", ""indie folk"", ""lilith"", ""melancholia"", ""nashville singer-songwriter"", ""new americana"", ""progressive bluegrass"", ""roots rock"", ""singer-songwriter""}",201534,2H5elA2mJKrHmqkN9GSfkz
A Tribe Called Quest,65,"{""alternative hip hop"", ""conscious hip hop"", ""east coast hip hop"", ""gangster rap"", ""golden age hip hop"", ""hardcore hip hop"", ""hip hop"", ""jazz rap"", ""queens hip hop"", ""rap""}",1779183,09hVIj6vWgoCDtT03h8ZCa
Tim Latham,16,"{""""}",26,0ACma92prP8NWn39i2QGIL
Tony Smalios,20,"{""""}",34,5Hc33O7P1lvOqOo5uiDT2B
Busta Rhymes,70,"{""east coast hip hop"", ""hardcore hip hop"", ""hip hop"", ""hip pop"", ""pop rap"", ""rap""}",2244449,1YfEcTuGvBQ8xSD1f53UnK
Tumblin Dice,6,"{""""}",35,01WP3CcdXE4L170vnLaMNF
Robin Trower,43,"{""album rock"", ""art rock"", ""blues rock"", ""british blues"", ""classic rock"", ""country rock"", ""electric blues"", ""hard rock"", ""modern blues"", ""psychedelic rock"", ""rock"", ""southern rock""}",211944,0MAvx5yzdhylg2ztJC3MD3
Brandtson,21,"{""emo"", ""emo punk"", ""midwest emo""}",6959,4wlNIqMnqGY8g2lcFTkzsY
Nuclear Socketts,0,"{""""}",50,4Y9LcrtwCcsViClatFslAK
Mount Sims,21,"{""electroclash""}",9112,2UyhhfLOvfLs7ZhzsAaNC3
Jessie Evans,3,"{""""}",913,14Jrs9wiIqc8CLwanlnzAE
Toby Dammit,0,"{""""}",87,60ByhV4GmJ6VihmqWA9rx9
Noel Gallagher,35,"{""britpop"", ""solo wave""}",187020,6IRQd80VHepXiTXdmBzk6l
Gabe 'Nandez,26,"{""""}",4343,7dD9zcdQrFX9LypKkK5LVW
Backwood Q,2,"{""""}",150,0BC1jIe3zv7U9XYF9rryv8
Rich Pablo,0,"{""""}",6,21vcxxuqIT6w2yQmnjQfwr
Richie Volvo,6,"{""""}",1301,0tdmEDQp90JmfgICjobTE6
Pinky Pop Hepburn,21,"{""japanese vtuber""}",9035,3eXlNWeumBSa8pG9VSHdwl
Hanabasami Kyo,1,"{""""}",252,0wDxGk8lL6WF7coLlEd5oD
Shishigami Leona,8,"{""japanese vtuber""}",382,3DmRUjOz6ndNr48m0Ujpcf
AZKi,38,"{""hololive"", ""japanese vtuber""}",46563,0HX3yJ7THlqC9drRqhOkgo
Otogibara Era,8,"{""japanese vtuber""}",535,70x5XE9vki7sSj5jctoERe
Warabeda Meiji,7,"{""nijisanji""}",124,5qs3re0vCT2LrUUEBzgJ6J
Else with Poki the shark,0,"{""""}",49,27LpMnl3jEtIWPw52SZ5mD
Inui Toko,10,"{""nijisanji""}",1265,3l6KaeyNsCGvvSTeOrGK9D
Else,0,"{""""}",44,5KfKWjWgseJpNMzPtHHJlT
Folk Implosion,27,"{""alternative pop"", ""alternative rock"", ""gbvfi"", ""lo-fi""}",22610,6DM1YETeVIN3ce24DhnMhU
